Unnamed: 0,IMMAGINE,DOMANDA,RISPOSTA 1,V/F,RISPOSTA 2,V/F.1,RISPOSTA 3,V/F.2,TEMA
621,,"Una unità, raggiungente un'altra unità:",deve lasciare libera la rotta alla nave raggiunta.,V,deve segnalare l'intenzione di voler sorpassare e la nave raggiunta è obbligata a cedere la rotta.,F,deve emettere 4 suoni brevi.,F,COLREG
622,52-66.png,Figura 57 - In figura a fianco sono rappresentate due unità da diporto propulse a motore: quale delle due ha il dovere di manovrare?,l'unità A accosta a dritta e passa a poppa della B.,V,l'unita B accosta a dritta e passa a poppa della A.,F,accostano a dritta entrambe.,F,COLREG
623,,L’abbrivo o abbrivio è:,è un'andatura esclusivamente a vela; i motori vengono spenti.,F,il moto che rimane quando si disinnesca l’invertitore del motore o si sventano le vele.,V,un’andatura a lento moto.,F,COLREG
624,,Due unità a motore che navighino con rotte di collisione (non opposte):,entrambe accostano a dritta per poi riprendere la propria navigazione una volta cessato il pericolo.,F,"l’unità che proviene da sinistra accosta sulla propria dritta e quindi passa di
poppa all’altra unità.",V,"l’unità che proviene da dritta accosta sulla propria sinistra e quindi passa di
poppa all’altra unità.",F,COLREG
626,,Sono al comando dell’unità non avente diritto di precedenza ed è certo il pericolo di collisione: che fare?,aspetto che manovri l'altra unità.,F,accelero per cercare di precedere l’altra unità.,F,attuo la manovra per dare la precedenza.,V,COLREG
627,,"Fra tre unità da diporto a motore, ha diritto di precedenza quella:",che si trova tra le altre due.,F,che viene da dritta.,V,più lenta.,F,COLREG
628,,"Il ""segnale speciale"" ha la funzione di indicare:",l'assistenza alle attività di pesca.,F,"una zona speciale per attività particolari (p.e. presenza di cavi o condutture sottomarine, zone riservate al diporto nautico, presenza di stazioni per raccolta di dati oceanografici etc.).",V,l'assistenza alla navigazione.,F,COLREG
629,,"Nel sistema laterale AISM - IALA della Regione A, i segnalamenti da tenere sul lato sinistro entrando in un porto sono quelli di colore:","rosso, forma cilindrica e miraglio cilindrico.",V,"rosso, forma conica e miraglio conico.",F,"verde, forma cilindrica e miraglio cilindrico.",F,COLREG
630,,"Per ogni segnale marittimo, gli elementi di codificazione diurna che ne danno il significato sono:",la forma ed il colore della boa oppure la forma ed colore del miraglio.,V,solo la forma del miraglio.,F,solo la forma della boa.,F,COLREG
631,,Quali tipi di segnali marittimi prevede il sistema AISM - IALA?,"laterali, cardinali, di pericolo isolato, di acque sicure, speciali.",V,"laterali, cardinali N, cardinali S, di pericolo isolato, speciali.",F,"cardinali, laterali A, laterali B, di acque sicure, speciali.",F,COLREG
633,,Una meda che indica pericolo isolato è di colore:,giallo con una banda nera.,F,nero con una o più bande orizzontali rosse.,V,rosso.,F,COLREG
634,,L'impiego dei segnali cardinali è associato:,"al ""senso convenzionale del segnalamento"".",F,alle direzioni cardinali ed i colori sono il rosso o il verde.,F,alla bussola e i colori sono il nero ed il giallo.,V,COLREG
635,67-81.png,"Figura 72 - Il segnale AISM - IALA regione A, in figura, è un segnale:",cardinale che indica di passare a Est dello stesso perché il pericolo è ad Ovest.,V,cardinale che indica di passare a Ovest dello stesso perché il pericolo è ad Est.,F,cardinale che indica di passare a Sud dello stesso perché il pericolo è a Nord.,F,COLREG
636,,L'eventuale miraglio del segnale speciale:,è unico a forma di cono ed è di colore giallo.,F,è unico a forma di sfera ed è di colore giallo.,F,"è unico a forma di ""X"" ed è di colore giallo.",V,COLREG
637,67-81.png,"Figura 73 - Il segnale AISM - IALA regione A, in figura, è un segnale:",cardinale che indica di passare a Sud dello stesso perché il pericolo è a Nord.,F,cardinale che indica di passare a Est dello stesso perché il pericolo è ad Ovest.,F,cardinale che indica di passare a Ovest dello stesso perché il pericolo è ad Est.,V,COLREG
638,67-81.png,"Figura 74 - Il segnale AISM - IALA regione A, in figura, è un segnale:",cardinale che indica di passare a Est dello stesso perché il pericolo è ad Ovest.,F,cardinale che indica di passare a Sud dello stesso perché il pericolo è a Nord.,V,cardinale che indica di passare a Ovest dello stesso perché il pericolo è ad Est.,F,COLREG
640,,Riguardo ai segnalamenti diurni:,le mede sono aste piazzate sui promontori come punti cospicui.,F,"i dromi sono galleggianti parallelepipedi, spesso muniti di miraglio.",F,"i gavitelli sono piccoli galleggianti romboidali, per segnalazioni temporanee.",V,COLREG
641,,La meda è:,un tipo di faro.,F,una costruzione o un palo fisso sul fondo del mare che emerge.,V,una boa.,F,COLREG
642,,"A proposito di segnalamento marittimo AISM - IALA, una luce bianca, a lampi (durata della luce inferiore a quella dell'eclisse), è un:",segnale speciale.,F,segnale di pericolo isolato.,V,segnale di acque sicure.,F,COLREG
643,,L'eventuale miraglio del segnale di acque sicure è costituito da:,due sfere nere sovrapposte.,F,due sfere rosse sovrapposte.,F,una sfera rossa.,V,COLREG
644,,Il miraglio del segnale cardinale Nord è costituito da:,due coni sovrapposti con i rispettivi vertici rivolti verso l'alto.,V,due coni sovrapposti con i rispettivi vertici rivolti verso il basso.,F,due coni sovrapposti uniti per le rispettive basi.,F,COLREG
645,,I segnali cardinali indicano:,"il settore dal quale provengono, in genere, le avverse condimeteo in quella zona.",F,le zone interdette alla navigazione.,F,"il lato ove si trova un pericolo e, di conseguenza, dove navigare in sicurezza.",V,COLREG
647,,Il miraglio del segnale cardinale Est è costituito da:,due coni sovrapposti con i rispettivi vertici rivolti verso l'alto.,F,due coni sovrapposti con i rispettivi vertici rivolti verso il basso.,F,due coni sovrapposti uniti per le rispettive basi.,V,COLREG
648,,Il miraglio del segnale cardinale Sud è costituito da:,due coni sovrapposti uniti per i rispettivi vertici.,F,due coni sovrapposti uniti per le rispettive basi.,F,due coni sovrapposti con i rispettivi vertici rivolti verso il basso.,V,COLREG
649,,Una boa con miraglio formato da due coni neri uniti per il vertice segnala:,di passare a ovest del segnale (il pericolo è a est).,V,di passare a sud del segnale (il pericolo è a nord).,F,di passare a est del segnale (il pericolo è a ovest).,F,COLREG
650,,Una boa con miraglio formato da due coni neri uniti per la base segnala:,di passare a est del segnale (il pericolo è a ovest).,V,di passare a ovest del segnale (il pericolo è a est).,F,di passare a sud del segnale (il pericolo è a nord).,F,COLREG
651,,Il miraglio del segnale cardinale Ovest è costituito da:,due coni sovrapposti uniti per le rispettive basi.,F,due coni sovrapposti con i rispettivi vertici rivolti verso il basso.,F,due coni sovrapposti uniti per i rispettivi vertici.,V,COLREG
652,,"Il segnale AISM - IALA regione A, di pericolo isolato è indicato con:",boa a fuso oppure asta di colore nero con una o più fasce larghe rosse orizzontali.,V,boa bianca e rossa con miraglio a triangolo rosso.,F,"boa gialla con o senza miraglio giallo a ""X"".",F,COLREG
654,82-103.png,Figura 82 - Cosa indica il segnale marittimo rappresentato in figura?,il segnale di sinistra (zona A) entrando nei porti o nei canali.,V,il segnale di dritta (zona A) entrando nei porti o nei canali.,F,il segnale di pericolo isolato.,F,COLREG
655,82-103.png,Figura 83 - Cosa indica il segnale marittimo rappresentato in figura?,il segnale di sinistra (zona A) entrando nei porti o nei canali.,F,il segnale di dritta (zona A) entrando nei porti o nei canali.,V,il segnale di acque libere.,F,COLREG
656,82-103.png,Figura 84 - Navigazione fluviale; il segnale rappresentato in figura a fianco indica:,segnale di chiamata e rimando; dirigersi verso la sponda dove si trova il segnale e abbandonarla immediatamente dopo averla raggiunta.,V,segnale di chiamata e rimando; dobbiamo proseguire lungo la sponda dove si trova il segnale sino ad avviso successivo.,F,segnale di chiamata e rimando; l'unità deve dirigersi verso la sponda e fare marcia indietro.,F,COLREG
657,,Navigazione fluviale; tra due imbarcazioni in navigazione con rotte opposte chi ha la precedenza sull'altra?,quella più grande perché con maggiori difficoltà di manovra.,F,quella che naviga avendo la corrente a favore.,V,quella che naviga controcorrente.,F,COLREG
658,,Navigazione fluviale; si deve attraversare un ponte avente più arcate; sotto quale arcata si passa?,quella più a dritta.,F,quella centrale.,F,quella segnalata da un rombo giallo.,V,COLREG
659,,Navigazione fluviale; procediamo controcorrente quando incrociamo una boa bianca:,si passa a sinistra del segnale.,V,la si evita passando a dritta o a sinistra indifferentemente.,F,si passa a dritta del segnale.,F,COLREG
661,,Navigazione fluviale; rileviamo l’approssimarsi di una curva a gomito:,si accendono i fanali regolamentari e si rallenta.,F,si rallenta soltanto.,F,si emette 1 suono prolungato e si rimane sull'ascolto della risposta da parte di eventuale altra unità.,V,COLREG
662,82-103.png,Figura 85 - Navigazione fluviale; il segnale rappresentato in figura a fianco:,"se presente sulla sponda destra, indica che dobbiamo abbandonare la sponda dove si trova il segnale.",F,"se presente sulla sponda destra, indica che dobbiamo dirigere verso la sponda dove si trova il segnale.",V,indica che dobbiamo invertire il senso di marcia.,F,COLREG
663,82-103.png,Figura 86 - Navigazione fluviale; il segnale rappresentato in figura a fianco:,"se presente sulla sponda sinistra, indica che dobbiamo dirigere verso la sponda dove si trova il segnale.",V,"se presente sulla sponda sinistra, indica che dobbiamo abbandonare la sponda dove si trova il segnale.",F,indica che dobbiamo invertire il senso di marcia.,F,COLREG
664,82-103.png,Figura 87 - Navigazione fluviale; il segnale rappresentato in figura a fianco indica:,segnale di prosecuzione nella sponda opposta; devo ridurre la velocità.,F,segnale di prosecuzione; devo aumentare la velocità della mia unità perché c'è una forte corrente.,F,segnale di prosecuzione; devo proseguire lungo la sponda dove si trova il segnale sino ad avviso successivo.,V,COLREG
665,,Navigazione fluviale: quale tra le seguenti attrezzature deve essere imbarcata tra le dotazioni di bordo dell'unità?,un faro anabbagliante orientabile.,V,lo specchietto retrovisore convesso.,F,la cassetta di pronto soccorso.,F,COLREG
666,,Attraverso quale scala viene misurata la forza del vento?,la scala Douglas.,F,la scala Beaufort.,V,la scala di Coriolis.,F,METEOROLOGIA
668,,Quale tra queste affermazioni è corretta?,la brezza diurna e quella notturna hanno la medesima intensità.,F,la brezza di notte è più intensa di quella diurna.,F,la brezza che spira durante le ore diurne è più intensa rispetto a quella notturna.,V,METEOROLOGIA
669,,Cosa si intende per escursione diurna di temperatura?,la differenza che intercorre tra il valore di temperatura misurato alle ore 00:00 locali e quello misurato alle ore 12:00 locali.,F,la differenza che intercorre tra il valore massimo di temperatura e quello minimo nel corso della giornata.,V,la differenza che intercorre tra il valore di temperatura rilevato all'alba e quello rilevato al tramonto.,F,METEOROLOGIA
670,,Quali fenomeni sono generati dal vapore acqueo?,genera neve e grandine.,F,"genera l'effetto serra, mentre sulla superficie terrestre si forma l'effetto albedo.",F,"a seguito della sua condensazione, nell'aria si generano nubi e nebbie mentre sulla superficie terrestre si formano rugiada e brina.",V,METEOROLOGIA
671,,Qual è l'unità di misura internazionale per indicare il valore della pressione atmosferica?,Hectopascal (hPa).,V,Newton (N).,F,Millimetri Torricelli (mmT).,F,METEOROLOGIA
672,,Cosa si intende per isobare?,Linee di uguale pressione.,V,Linee di uguale temperatura.,F,linee di uguale differenza di pressione.,F,METEOROLOGIA
673,,Cosa si intende per nebbia?,qualsiasi forma di condensazione del vapore acqueo negli strati atmosferici a immediato contatto con il suolo o gli specchi acquei.,V,qualsiasi forma di condensazione del vapore acqueo negli strati atmosferici superiori.,F,è un sinonimo di foschia.,F,METEOROLOGIA
675,,Come si definisce il vento?,il movimento obliquo dell'aria i cui caratteri distintivi sono l'accelerazione e la turbolenza.,F,il movimento verticale dell'aria i cui caratteri distintivi sono la frequenza e la provenienza.,F,lo spostamento pressocchè orizzontale di una massa d'aria i cui caratteri distintivi sono la direzione e la velocità.,V,METEOROLOGIA
676,,Quali sono i principali movimenti a cui è soggetto il mare?,"correnti, onde e maree.",V,"orizzontali, laterali e sussultori.",F,"oceanografici, torrenziali e convergenti.",F,METEOROLOGIA
677,,Come si definiscono le maree?,movimenti oscillanti delle masse d'acqua generati dalla rotazione terrestre.,F,movimento orizzontale del mare generato dal magnetismo terrestre.,F,l'oscillazione del livello del mare generata dalla forza di attrazione gravitazionale esercitata principalmente dal sole e dalla luna.,V,METEOROLOGIA
678,,Quale elemento risulta fondamentale al fine di prevedere l'evoluzione delle condizioni meteorologiche durante la navigazione?,la conoscenza della tendenza della pressione atmosferica nel tempo.,V,la conoscenza della variazione di temperatura atmosferica nel tempo.,F,la conoscenza della variazione dell'umidità atmosferica nel tempo.,F,METEOROLOGIA
679,,"Quali sono i principali effetti meteorologici generati dalle nubi tipo ""cumulonembo""?","neve, nebbia e foschia.",F,"rovesci, temporali o grandine.",V,"tuoni, trombe d'aria e arcobaleno.",F,METEOROLOGIA
680,,"Nell'ambito delle previsioni locali, quali segni premonitori possono indicare il possibile peggioramento del tempo?","addensamento dei cirri in cirrostrati, repentina riduzione della pressione e presenza di vento sostenuto già dalle prime ore del mattino.",V,movimento delle nubi da Sud verso Nord e incremento repentino dell'umidità al tramonto.,F,rotazione del vento da Sud verso Est e riduzione del livello del mare indipendentemente dalla marea.,F,METEOROLOGIA
682,,"Nell'ambito delle previsioni locali, quali segni premonitori possono indicare il possibile miglioramento del tempo?",abbassamento delle nubi e brusco calo della pressione atmosferica.,F,"innalzamento delle basi delle nubi, rotazione in senso orario del vento da Est verso Sud e poi Ovest e rapido innalzamento della pressione.",V,repentino annuvolamento del cielo e movimento delle nubi a differenti altezze e in diverse direzioni.,F,METEOROLOGIA
683,,Quali sono i venti del I quadrante?,"Mezzogiorno, Libeccio e Ponente.",F,"Ponente, Maestrale e Tramontana.",F,"Tramontana, Grecale e Levante.",V,METEOROLOGIA
684,,Quali sono i venti del II quadrante?,"Levante, Scirocco e Mezzogiorno.",V,"Mezzogiorno, Libeccio e Ponente.",F,"Ponente, Maestrale e Tramontana.",F,METEOROLOGIA
685,,Quali sono i venti del III quadrante?,"Tramontana, Grecale e Levante.",F,"Ponente, Maestrale e Tramontana.",F,"Mezzogiorno, Libeccio e Ponente.",V,METEOROLOGIA
